student_id,exam_type,exam_date,Diagnosis: Cardiovascular,Diagnosis: Endocrine,Diagnosis: GI,Diagnosis: Neuro,Diagnosis: Renal,Foundation: Cardiovascular,Foundation: Endocrine,Foundation: GI,Foundation: Neuro,Foundation: Renal,Management: Endocrine,Management: GI,Management: Neuro,Management: Renal,Prevention: Cardiovascular,Prevention: Endocrine,Prevention: GI,Prevention: Neuro,Prevention: Renal,Management: Cardiovascular
S0083,CCSSA,2024-06-25,0,50,0,60,66.7,66.7,75,25,50,100,50,100,100,75,75,NA,83.3,100,100,75
S0083,Family Medicine,2023-08-15,0,75,50,100,75,0,50,100,100,66.7,100,100,50,66.7,0,100,0,66.7,50,50
S0083,Internal Medicine,2023-10-10,80,0,100,100,25,66.7,100,0,80,75,0,80,100,0,66.7,66.7,100,50,66.7,50
S0083,ObGyn,2024-03-20,100,50,NA,100,100,80,100,0,75,50,100,100,66.7,60,100,50,100,100,60,25
S0083,Surgery,2024-01-10,75,0,60,60,40,100,50,100,0,100,0,33.3,50,100,80,33.3,50,33.3,66.7,33.3
S0084,CAS Proctored,2023-11-15,25,100,100,0,0,100,66.7,60,80,50,100,85.7,NA,100,83.3,100,100,100,60,75
S0084,CAS Proctored,2024-03-15,50,50,33.3,100,100,100,NA,100,80,75,50,60,33.3,100,66.7,100,50,100,33.3,100
S0084,CBSE,2022-10-15,0,50,100,50,100,85.7,33.3,40,100,50,66.7,75,100,100,50,NA,100,66.7,50,66.7
S0084,CBSE,2023-02-10,33.3,80,0,100,66.7,50,75,50,75,100,NA,100,0,100,100,25,100,50,87.5,50
S0084,CBSSA,2023-04-20,NA,100,75,33.3,20,20,NA,33.3,100,50,100,66.7,50,0,80,50,66.7,100,100,100
S0084,CBSSA,2023-05-25,100,80,50,40,0,33.3,66.7,100,0,71.4,66.7,100,60,66.7,66.7,33.3,100,33.3,100,100
S0084,CCSE,2024-01-20,50,100,80,100,NA,75,50,50,83.3,75,66.7,100,66.7,75,100,50,60,100,100,100
S0084,CCSE,2024-05-01,66.7,100,0,66.7,100,60,25,66.7,100,100,NA,57.1,100,50,75,33.3,100,60,0,100
S0084,CCSSA,2024-06-01,100,100,0,100,100,50,50,100,100,75,0,60,100,0,0,100,20,60,66.7,100
S0084,CCSSA,2024-06-25,50,100,75,50,100,100,50,66.7,100,80,0,NA,75,75,66.7,100,50,75,75,50
S0084,Family Medicine,2023-08-15,100,75,0,60,50,100,50,80,0,66.7,100,100,33.3,66.7,66.7,0,50,50,100,100
S0084,Internal Medicine,2023-10-10,100,100,0,66.7,0,66.7,100,66.7,66.7,50,75,33.3,50,0,75,66.7,100,100,100,100
S0084,ObGyn,2024-03-20,80,100,100,33.3,100,80,50,66.7,50,20,100,25,25,33.3,66.7,50,100,100,100,66.7
S0084,Surgery,2024-01-10,50,50,33.3,66.7,100,75,66.7,66.7,66.7,100,60,50,75,NA,0,40,100,0,0,100
S0085,CAS Proctored,2023-11-15,33.3,0,50,50,80,25,80,66.7,100,100,33.3,75,75,0,0,0,50,33.3,0,100
S0085,CAS Proctored,2024-03-15,100,33.3,66.7,71.4,57.1,50,100,0,100,66.7,33.3,100,33.3,100,66.7,100,66.7,100,NA,100
S0085,CBSE,2022-10-15,20,100,66.7,100,50,100,100,33.3,100,33.3,50,80,0,50,75,0,42.9,NA,0,50
S0085,CBSE,2023-02-10,100,50,50,0,0,100,100,100,100,62.5,66.7,25,100,0,100,66.7,66.7,50,0,50
S0085,CBSSA,2023-04-20,NA,0,100,60,0,NA,100,33.3,100,50,25,100,50,75,50,50,100,66.7,100,40
S0085,CBSSA,2023-05-25,75,100,25,66.7,NA,66.7,66.7,50,66.7,0,0,50,100,50,100,100,NA,77.8,66.7,33.3
S0085,CCSE,2024-01-20,75,66.7,0,0,60,100,50,50,80,66.7,100,100,66.7,100,75,50,NA,100,66.7,NA
S0085,CCSE,2024-05-01,100,NA,50,100,100,71.4,66.7,100,0,50,100,75,75,25,100,100,83.3,50,75,40
S0085,CCSSA,2024-06-01,50,100,80,66.7,100,100,75,75,100,NA,66.7,50,0,80,37.5,60,0,33.3,25,66.7
S0085,CCSSA,2024-06-25,66.7,57.1,33.3,66.7,100,0,66.7,NA,100,NA,100,100,80,50,0,60,66.7,66.7,33.3,100
S0085,Family Medicine,2023-08-15,66.7,0,50,100,100,100,50,66.7,50,NA,50,0,100,0,100,100,66.7,100,50,57.1
S0085,Internal Medicine,2023-10-10,50,50,50,66.7,66.7,100,66.7,83.3,66.7,0,NA,80,100,50,75,50,66.7,42.9,60,50
S0085,ObGyn,2024-03-20,NA,NA,50,66.7,100,33.3,40,0,50,50,50,40,100,0,100,66.7,100,20,83.3,100
S0085,Surgery,2024-01-10,100,50,75,83.3,0,50,NA,33.3,100,75,50,57.1,50,66.7,50,75,NA,50,50,100
S0086,CAS Proctored,2023-11-15,100,100,100,50,25,50,NA,66.7,100,100,0,66.7,100,25,50,50,60,100,100,60
S0086,CAS Proctored,2024-03-15,33.3,60,50,0,50,100,71.4,100,100,100,100,25,0,100,0,33.3,50,0,100,50
S0086,CBSE,2022-10-15,66.7,50,100,66.7,100,100,0,NA,50,50,100,66.7,100,25,66.7,57.1,NA,50,100,66.7
S0086,CBSE,2023-02-10,75,33.3,33.3,100,100,50,50,100,50,50,66.7,50,100,33.3,0,100,NA,100,NA,55.6
S0086,CBSSA,2023-04-20,100,50,80,60,100,0,100,80,33.3,0,50,100,0,100,66.7,66.7,66.7,100,100,50
S0086,CBSSA,2023-05-25,100,NA,66.7,80,33.3,0,66.7,83.3,50,100,33.3,33.3,50,0,100,100,0,NA,50,100
S0086,CCSE,2024-01-20,100,50,66.7,40,66.7,0,100,66.7,66.7,33.3,50,100,100,66.7,100,33.3,100,40,50,100
S0086,CCSE,2024-05-01,100,75,0,50,100,100,50,50,NA,60,85.7,66.7,66.7,NA,50,33.3,75,50,50,57.1
S0086,CCSSA,2024-06-01,75,33.3,100,100,0,33.3,100,66.7,50,100,44.4,100,75,100,50,60,50,40,0,75
S0086,CCSSA,2024-06-25,50,100,66.7,100,66.7,100,20,50,50,100,0,75,100,66.7,0,100,0,0,66.7,NA
S0086,Family Medicine,2023-08-15,33.3,33.3,100,50,16.7,71.4,66.7,25,25,33.3,100,NA,100,66.7,100,0,50,100,25,50
S0086,Internal Medicine,2023-10-10,100,80,100,75,NA,75,75,50,33.3,NA,66.7,66.7,25,100,100,60,50,80,66.7,100
S0086,ObGyn,2024-03-20,50,100,NA,50,83.3,50,42.9,50,50,100,75,33.3,33.3,0,50,80,100,66.7,33.3,NA
S0086,Surgery,2024-01-10,75,66.7,66.7,NA,33.3,50,60,0,100,100,50,100,75,60,50,100,40,100,33.3,0
S0087,CAS Proctored,2023-11-15,100,62.5,50,80,100,33.3,NA,66.7,50,100,75,100,100,80,50,50,80,100,33.3,100
S0087,CAS Proctored,2024-03-15,100,0,100,0,33.3,50,100,66.7,50,NA,100,33.3,66.7,75,100,100,66.7,100,0,28.6
S0087,CBSE,2022-10-15,50,80,100,100,75,75,100,40,NA,NA,66.7,0,100,66.7,66.7,100,0,0,0,0
S0087,CBSE,2023-02-10,100,100,NA,100,100,50,50,66.7,20,66.7,0,66.7,100,100,0,66.7,62.5,0,100,60
S0087,CBSSA,2023-04-20,75,100,100,100,NA,83.3,100,0,75,60,100,50,NA,100,66.7,100,66.7,66.7,50,66.7
S0087,CBSSA,2023-05-25,75,100,50,83.3,0,50,60,100,33.3,66.7,100,0,NA,100,25,60,0,100,33.3,100
S0087,CCSE,2024-01-20,0,100,NA,100,40,100,100,40,50,25,60,100,0,75,100,0,100,50,100,60
S0087,CCSE,2024-05-01,75,50,40,50,100,66.7,33.3,66.7,60,50,0,50,NA,100,75,50,80,100,75,75
S0087,CCSSA,2024-06-01,33.3,66.7,80,100,50,100,66.7,100,100,0,80,50,60,100,NA,100,50,80,62.5,100
S0087,CCSSA,2024-06-25,33.3,100,100,60,57.1,0,100,75,100,50,100,100,NA,0,100,60,80,50,0,66.7
S0087,Family Medicine,2023-08-15,100,60,NA,60,33.3,33.3,66.7,50,100,100,66.7,100,100,75,60,100,100,50,100,50
S0087,Internal Medicine,2023-10-10,0,0,100,33.3,50,100,75,66.7,40,0,75,66.7,50,50,50,83.3,50,50,100,50
S0087,ObGyn,2024-03-20,50,50,100,100,50,0,66.7,50,100,40,40,50,50,60,66.7,66.7,33.3,50,0,60
S0087,Surgery,2024-01-10,0,100,50,100,100,28.6,80,50,33.3,60,NA,50,75,50,100,0,100,100,100,50
S0088,CAS Proctored,2023-11-15,100,50,33.3,87.5,50,100,100,0,100,50,0,100,100,100,50,0,50,100,50,100
S0088,CAS Proctored,2024-03-15,100,83.3,100,66.7,33.3,50,75,87.5,100,25,0,NA,50,100,0,100,83.3,0,0,50
S0088,CBSE,2022-10-15,33.3,75,40,50,33.3,0,NA,25,50,66.7,75,60,0,66.7,0,100,66.7,0,33.3,NA
S0088,CBSE,2023-02-10,33.3,100,66.7,0,100,100,100,0,100,NA,100,100,50,33.3,100,50,100,60,100,66.7
S0088,CBSSA,2023-04-20,50,40,100,NA,66.7,50,50,100,66.7,0,NA,75,100,0,50,50,50,50,100,20
S0088,CBSSA,2023-05-25,60,NA,50,100,33.3,100,60,75,66.7,50,33.3,66.7,60,80,100,66.7,60,33.3,66.7,NA
S0088,CCSE,2024-01-20,33.3,50,50,33.3,100,50,33.3,100,50,40,50,0,100,100,40,0,50,100,80,100
S0088,CCSE,2024-05-01,75,100,66.7,100,33.3,66.7,50,75,100,100,50,33.3,33.3,100,100,33.3,66.7,0,100,83.3
S0088,CCSSA,2024-06-01,33.3,50,100,60,60,100,100,75,85.7,100,100,50,75,100,0,100,100,100,33.3,100
S0088,CCSSA,2024-06-25,50,54.5,100,0,0,75,50,66.7,80,100,NA,33.3,66.7,60,100,NA,66.7,60,100,33.3
S0088,Family Medicine,2023-08-15,50,60,0,50,100,100,75,66.7,100,50,50,50,80,33.3,66.7,100,100,66.7,50,100
S0088,Internal Medicine,2023-10-10,33.3,50,50,75,100,100,66.7,100,66.7,75,100,60,50,33.3,50,66.7,100,0,100,66.7
S0088,ObGyn,2024-03-20,60,66.7,50,66.7,75,100,100,50,0,100,50,0,50,40,50,50,100,100,75,0
S0088,Surgery,2024-01-10,33.3,66.7,0,100,83.3,NA,NA,100,75,66.7,83.3,50,33.3,71.4,25,100,0,100,83.3,0
S0089,CAS Proctored,2023-11-15,100,100,100,100,100,100,40,100,66.7,0,66.7,66.7,50,50,0,20,60,66.7,100,50
S0089,CAS Proctored,2024-03-15,40,100,100,NA,25,100,50,0,100,100,100,75,50,33.3,66.7,100,100,100,66.7,83.3
S0089,CBSE,2022-10-15,100,100,66.7,66.7,60,50,75,20,50,71.4,100,100,66.7,0,50,50,50,100,NA,40
S0089,CBSE,2023-02-10,50,100,60,100,50,100,66.7,100,100,50,100,60,50,66.7,100,80,50,50,50,75
S0089,CBSSA,2023-04-20,100,50,50,50,100,60,50,100,50,0,100,0,25,NA,50,20,100,NA,100,100
S0089,CBSSA,2023-05-25,100,50,66.7,75,50,25,100,66.7,50,100,50,75,66.7,100,66.7,40,0,66.7,100,100
S0089,CCSE,2024-01-20,33.3,50,80,25,50,0,83.3,100,50,100,83.3,0,50,50,100,NA,0,0,66.7,66.7
S0089,CCSE,2024-05-01,50,66.7,100,60,66.7,66.7,100,66.7,50,66.7,50,75,75,57.1,100,100,0,100,75,50
S0089,CCSSA,2024-06-01,100,66.7,100,60,100,50,100,100,50,66.7,50,25,40,0,50,50,100,66.7,75,100
S0089,CCSSA,2024-06-25,NA,50,66.7,25,80,0,50,100,100,66.7,0,33.3,100,100,100,75,33.3,75,0,62.5
S0089,Family Medicine,2023-08-15,100,NA,66.7,57.1,50,NA,0,75,100,50,NA,66.7,100,80,50,80,77.8,66.7,100,100
S0089,Internal Medicine,2023-10-10,0,100,80,80,100,33.3,NA,50,0,50,50,0,66.7,57.1,50,100,33.3,100,100,0
S0089,ObGyn,2024-03-20,25,100,100,100,100,25,100,25,33.3,100,NA,100,75,100,100,60,100,71.4,100,100
S0089,Surgery,2024-01-10,66.7,33.3,100,100,100,100,66.7,80,100,100,66.7,66.7,100,83.3,66.7,50,50,0,50,100
S0090,CAS Proctored,2023-11-15,100,33.3,100,100,100,50,60,NA,100,50,100,85.7,100,0,100,66.7,100,100,50,100
S0090,CAS Proctored,2024-03-15,83.3,100,50,66.7,66.7,100,75,66.7,50,100,100,50,66.7,100,33.3,100,40,100,50,50
S0090,CBSE,2022-10-15,50,80,100,NA,75,75,80,66.7,100,50,0,100,66.7,0,50,60,NA,66.7,50,50
S0090,CBSE,2023-02-10,100,100,100,100,100,50,62.5,80,60,75,66.7,60,50,50,0,NA,100,100,50,100
S0090,CBSSA,2023-04-20,100,100,33.3,33.3,50,100,66.7,60,66.7,50,100,66.7,100,NA,100,100,75,50,100,0
S0090,CBSSA,2023-05-25,0,40,66.7,75,80,100,75,100,0,33.3,100,100,NA,50,33.3,75,66.7,100,50,50
S0090,CCSE,2024-01-20,100,60,66.7,100,100,0,50,66.7,40,100,75,50,33.3,100,0,75,100,100,66.7,0
S0090,CCSE,2024-05-01,40,100,100,100,50,83.3,33.3,50,75,80,50,50,100,100,50,100,100,66.7,0,100
S0090,CCSSA,2024-06-01,50,40,50,100,50,40,83.3,100,100,50,100,100,0,100,100,50,0,50,100,66.7
S0090,CCSSA,2024-06-25,75,NA,NA,33.3,100,100,100,50,60,0,50,33.3,0,83.3,100,100,66.7,60,80,66.7
S0090,Family Medicine,2023-08-15,100,66.7,100,50,100,75,0,0,75,33.3,83.3,66.7,100,100,33.3,60,100,0,100,60
S0090,Internal Medicine,2023-10-10,100,100,60,100,0,33.3,50,80,0,50,100,100,50,66.7,40,50,33.3,NA,100,57.1
S0090,ObGyn,2024-03-20,66.7,60,NA,66.7,75,50,0,50,50,50,100,100,100,50,66.7,50,60,66.7,75,100
S0090,Surgery,2024-01-10,100,80,50,100,100,66.7,75,0,66.7,75,75,0,66.7,66.7,0,33.3,100,66.7,NA,50
S0091,CAS Proctored,2023-11-15,33.3,100,100,50,100,100,100,0,66.7,75,83.3,50,100,33.3,50,66.7,50,100,50,100
S0091,CAS Proctored,2024-03-15,33.3,33.3,33.3,66.7,100,75,33.3,40,83.3,0,50,0,50,100,66.7,100,100,0,60,33.3
S0091,CBSE,2022-10-15,0,75,66.7,50,100,60,25,50,83.3,66.7,50,100,100,100,83.3,0,0,100,100,33.3
S0091,CBSE,2023-02-10,0,66.7,100,40,50,0,33.3,83.3,100,66.7,100,100,0,100,0,100,75,50,66.7,50
S0091,CBSSA,2023-04-20,100,75,75,100,100,80,33.3,100,66.7,50,75,0,100,50,66.7,100,100,100,0,50
S0091,CBSSA,2023-05-25,40,83.3,100,100,50,100,50,0,66.7,75,33.3,50,NA,33.3,100,100,100,83.3,66.7,100
S0091,CCSE,2024-01-20,100,100,40,33.3,71.4,75,33.3,100,75,66.7,66.7,0,100,40,100,100,NA,66.7,0,0
S0091,CCSE,2024-05-01,66.7,0,33.3,50,0,NA,100,66.7,0,66.7,66.7,100,62.5,33.3,66.7,50,50,75,33.3,75
S0091,CCSSA,2024-06-01,60,100,71.4,100,83.3,50,NA,100,100,50,100,100,66.7,50,83.3,100,33.3,0,100,50
S0091,CCSSA,2024-06-25,50,66.7,80,100,75,50,50,100,50,33.3,66.7,100,66.7,80,0,0,50,33.3,66.7,100
S0091,Family Medicine,2023-08-15,66.7,50,100,50,100,50,50,100,50,66.7,NA,75,57.1,100,100,33.3,100,0,100,0
S0091,Internal Medicine,2023-10-10,100,100,66.7,50,75,0,25,100,100,100,50,66.7,66.7,75,66.7,66.7,0,50,75,100
S0091,ObGyn,2024-03-20,66.7,0,0,50,75,100,100,33.3,50,100,75,80,50,100,100,66.7,75,NA,33.3,50
S0091,Surgery,2024-01-10,100,100,100,66.7,0,100,75,NA,75,50,100,100,66.7,100,50,62.5,80,50,50,0
S0092,CAS Proctored,2023-11-15,100,33.3,NA,66.7,60,0,87.5,50,NA,66.7,66.7,100,75,0,50,NA,75,33.3,100,83.3
S0092,CAS Proctored,2024-03-15,NA,100,75,NA,50,0,100,42.9,66.7,57.1,100,50,33.3,0,75,100,33.3,50,66.7,50
S0092,CBSE,2022-10-15,0,80,100,50,75,0,50,60,0,NA,50,0,80,75,83.3,50,66.7,25,80,NA
S0092,CBSE,2023-02-10,100,75,50,NA,50,66.7,100,66.7,33.3,0,0,100,50,0,50,60,100,60,33.3,100
S0092,CBSSA,2023-04-20,60,66.7,0,75,100,75,66.7,75,66.7,75,0,100,NA,66.7,100,100,66.7,100,100,50
S0092,CBSSA,2023-05-25,40,50,100,75,85.7,0,50,100,66.7,50,100,50,50,66.7,66.7,50,66.7,100,100,NA
S0092,CCSE,2024-01-20,100,71.4,100,60,75,66.7,100,100,100,0,NA,100,75,100,100,0,42.9,66.7,100,33.3
S0092,CCSE,2024-05-01,50,100,100,0,100,100,100,60,100,66.7,100,100,100,50,33.3,50,100,83.3,50,50
S0092,CCSSA,2024-06-01,100,25,66.7,60,71.4,100,100,25,66.7,25,33.3,0,NA,100,40,50,100,100,100,50
S0092,CCSSA,2024-06-25,80,100,25,33.3,NA,100,50,66.7,100,66.7,100,75,0,50,100,25,50,100,100,50
S0092,Family Medicine,2023-08-15,0,80,100,75,75,66.7,100,33.3,0,100,75,50,75,75,33.3,33.3,0,100,100,100
S0092,Internal Medicine,2023-10-10,0,0,75,66.7,100,100,50,100,80,100,33.3,66.7,100,33.3,66.7,66.7,66.7,25,100,50
S0092,ObGyn,2024-03-20,33.3,33.3,66.7,50,75,100,100,NA,80,0,66.7,100,66.7,100,NA,100,100,75,100,33.3
S0092,Surgery,2024-01-10,50,83.3,100,33.3,75,50,25,0,80,80,100,NA,0,100,100,100,50,0,50,87.5
S0093,CAS Proctored,2023-11-15,100,100,50,66.7,50,75,33.3,100,50,100,50,100,66.7,75,NA,0,25,66.7,0,100
S0093,CAS Proctored,2024-03-15,42.9,33.3,100,66.7,NA,100,100,83.3,0,66.7,100,50,100,83.3,100,100,NA,100,100,33.3
S0093,CBSE,2022-10-15,75,71.4,100,75,100,50,83.3,100,0,100,50,33.3,85.7,100,100,100,100,50,66.7,100
S0093,CBSE,2023-02-10,100,66.7,75,50,50,0,100,100,66.7,100,66.7,100,75,NA,75,66.7,25,66.7,75,66.7
S0093,CBSSA,2023-04-20,40,100,66.7,NA,100,12.5,40,100,50,0,100,20,40,80,33.3,50,75,50,75,NA
S0093,CBSSA,2023-05-25,50,66.7,NA,66.7,66.7,NA,60,100,66.7,100,50,75,100,33.3,33.3,0,0,83.3,100,100
S0093,CCSE,2024-01-20,80,100,50,100,50,66.7,0,33.3,66.7,0,66.7,75,100,71.4,50,100,0,100,50,100
S0093,CCSE,2024-05-01,50,0,66.7,100,50,100,50,NA,80,50,50,60,NA,0,100,50,33.3,100,80,33.3
S0093,CCSSA,2024-06-01,50,75,66.7,100,66.7,33.3,0,100,60,75,50,71.4,80,100,100,100,100,50,66.7,33.3
S0093,CCSSA,2024-06-25,0,50,100,100,66.7,50,66.7,71.4,50,100,33.3,25,66.7,0,66.7,33.3,50,66.7,80,66.7
S0093,Family Medicine,2023-08-15,66.7,NA,75,100,80,66.7,100,20,50,50,0,66.7,100,100,NA,100,80,100,66.7,75
S0093,Internal Medicine,2023-10-10,100,NA,NA,66.7,100,NA,100,100,NA,100,33.3,75,60,83.3,50,80,66.7,50,83.3,66.7
S0093,ObGyn,2024-03-20,NA,80,33.3,50,0,100,50,40,50,50,33.3,100,80,66.7,20,0,NA,75,100,33.3
S0093,Surgery,2024-01-10,100,50,60,0,33.3,NA,100,33.3,66.7,0,75,75,66.7,33.3,40,0,50,50,100,0
S0094,CAS Proctored,2023-11-15,100,NA,NA,66.7,50,100,50,33.3,71.4,50,100,50,40,100,100,50,60,100,100,50
S0094,CAS Proctored,2024-03-15,50,33.3,50,100,50,66.7,NA,50,75,33.3,33.3,40,0,66.7,33.3,66.7,75,100,0,100
S0094,CBSE,2022-10-15,83.3,100,60,66.7,66.7,66.7,50,50,66.7,NA,NA,75,50,33.3,80,50,66.7,50,50,NA
S0094,CBSE,2023-02-10,100,100,66.7,0,100,100,66.7,66.7,57.1,50,NA,100,60,0,100,66.7,80,NA,66.7,100
S0094,CBSSA,2023-04-20,100,100,66.7,50,100,50,100,100,80,100,60,100,100,100,100,80,80,100,83.3,0
S0094,CBSSA,2023-05-25,50,33.3,33.3,100,100,0,66.7,80,100,100,75,66.7,100,0,50,50,75,0,0,80
S0094,CCSE,2024-01-20,20,100,80,66.7,100,100,25,50,100,100,100,75,100,75,100,0,100,66.7,66.7,50
S0094,CCSE,2024-05-01,100,100,100,75,66.7,50,100,100,50,66.7,100,100,50,75,100,100,50,100,42.9,50
S0094,CCSSA,2024-06-01,80,50,100,50,33.3,66.7,0,0,50,0,66.7,0,40,100,50,16.7,50,0,71.4,0
S0094,CCSSA,2024-06-25,80,100,100,85.7,66.7,33.3,50,100,100,66.7,50,0,50,100,33.3,50,75,100,75,100
S0094,Family Medicine,2023-08-15,100,NA,100,100,50,66.7,100,100,66.7,100,100,100,100,66.7,80,100,50,100,66.7,71.4
S0094,Internal Medicine,2023-10-10,66.7,0,0,100,100,100,0,75,100,80,100,50,50,66.7,100,NA,75,50,50,100
S0094,ObGyn,2024-03-20,100,80,33.3,66.7,33.3,50,0,57.1,50,0,50,100,33.3,100,50,100,33.3,NA,100,66.7
S0094,Surgery,2024-01-10,100,0,0,50,83.3,40,NA,50,0,50,100,NA,50,100,81.8,50,66.7,0,100,50
S0095,CAS Proctored,2023-11-15,100,33.3,75,40,50,0,66.7,100,50,50,0,0,60,100,40,33.3,33.3,50,50,0
S0095,CAS Proctored,2024-03-15,83.3,80,0,0,NA,100,33.3,66.7,100,33.3,66.7,0,100,100,100,50,66.7,33.3,100,50
S0095,CBSE,2022-10-15,60,100,50,100,40,60,100,20,0,66.7,50,40,100,50,100,0,100,0,50,0
S0095,CBSE,2023-02-10,100,66.7,50,100,60,100,75,NA,57.1,80,0,NA,100,66.7,100,60,50,75,100,40
S0095,CBSSA,2023-04-20,0,66.7,75,83.3,66.7,80,0,0,0,75,100,33.3,42.9,100,100,33.3,NA,33.3,75,100
S0095,CBSSA,2023-05-25,100,75,100,NA,100,62.5,50,100,75,80,75,100,100,NA,NA,60,75,50,100,33.3
S0095,CCSE,2024-01-20,100,100,33.3,50,100,66.7,75,100,50,100,100,0,25,100,100,33.3,75,100,66.7,33.3
S0095,CCSE,2024-05-01,66.7,50,100,0,100,100,50,60,50,100,100,33.3,50,100,33.3,100,50,66.7,0,100
S0095,CCSSA,2024-06-01,0,100,100,0,66.7,NA,66.7,80,0,33.3,0,100,100,45.5,100,60,100,0,100,100
S0095,CCSSA,2024-06-25,66.7,75,85.7,33.3,100,100,66.7,66.7,50,100,66.7,100,0,60,75,100,NA,100,75,0
S0095,Family Medicine,2023-08-15,100,50,0,66.7,NA,50,0,66.7,100,80,60,80,0,66.7,66.7,NA,0,100,100,71.4
S0095,Internal Medicine,2023-10-10,60,100,50,100,100,100,80,100,100,0,71.4,83.3,66.7,100,100,33.3,50,50,100,75
S0095,ObGyn,2024-03-20,100,50,0,50,50,66.7,83.3,33.3,66.7,NA,66.7,0,0,50,80,66.7,100,50,66.7,50
S0095,Surgery,2024-01-10,50,0,75,75,0,57.1,0,57.1,50,100,66.7,100,25,100,66.7,60,50,0,100,66.7
S0096,CAS Proctored,2023-11-15,80,85.7,100,50,75,66.7,0,60,60,50,100,100,100,50,66.7,100,40,66.7,33.3,33.3
S0096,CAS Proctored,2024-03-15,50,33.3,100,66.7,NA,33.3,100,100,75,0,71.4,66.7,100,66.7,20,66.7,66.7,80,100,50
S0096,CBSE,2022-10-15,50,50,66.7,100,100,50,25,0,100,25,60,66.7,66.7,66.7,0,100,25,62.5,0,100
S0096,CBSE,2023-02-10,80,50,66.7,0,33.3,100,100,50,50,100,80,80,100,33.3,66.7,75,100,100,50,100
S0096,CBSSA,2023-04-20,66.7,0,50,100,100,0,50,66.7,80,100,75,NA,60,50,100,40,100,66.7,100,100
S0096,CBSSA,2023-05-25,75,0,0,66.7,75,100,20,33.3,66.7,100,100,0,33.3,66.7,50,66.7,100,33.3,66.7,50
S0096,CCSE,2024-01-20,33.3,50,66.7,25,100,100,50,50,75,60,100,100,50,66.7,66.7,100,NA,50,50,71.4
S0096,CCSE,2024-05-01,60,75,100,0,25,0,80,60,66.7,50,33.3,50,66.7,100,100,33.3,66.7,66.7,66.7,100
S0096,CCSSA,2024-06-01,100,NA,100,75,75,0,75,25,33.3,66.7,33.3,0,50,20,100,100,NA,75,33.3,100
S0096,CCSSA,2024-06-25,100,75,66.7,60,100,50,33.3,83.3,40,66.7,NA,NA,100,50,0,33.3,50,100,100,100
S0096,Family Medicine,2023-08-15,66.7,100,66.7,100,100,66.7,55.6,50,80,66.7,100,100,100,50,0,50,50,40,0,50
S0096,Internal Medicine,2023-10-10,100,100,50,75,75,80,100,66.7,NA,33.3,100,75,50,25,100,50,50,100,50,50
S0096,ObGyn,2024-03-20,80,100,100,50,33.3,0,33.3,75,100,0,50,50,0,75,0,75,0,0,50,100
S0096,Surgery,2024-01-10,100,16.7,66.7,100,NA,80,25,100,100,71.4,50,100,100,33.3,NA,60,50,100,100,NA
S0097,CAS Proctored,2023-11-15,50,75,80,100,100,40,66.7,40,0,75,33.3,100,NA,66.7,100,100,100,100,77.8,50
S0097,CAS Proctored,2024-03-15,83.3,100,NA,66.7,0,75,33.3,25,100,50,57.1,100,83.3,100,100,60,50,100,0,0
S0097,CBSE,2022-10-15,60,50,80,75,NA,100,100,100,50,66.7,100,100,100,66.7,50,100,50,100,100,100
S0097,CBSE,2023-02-10,100,100,66.7,50,100,60,100,75,66.7,100,66.7,80,50,33.3,NA,100,50,66.7,75,50
S0097,CBSSA,2023-04-20,66.7,60,33.3,75,75,66.7,66.7,20,100,100,100,100,100,66.7,40,50,33.3,50,33.3,100
S0097,CBSSA,2023-05-25,66.7,50,100,100,100,0,71.4,75,50,50,0,100,50,66.7,33.3,NA,NA,100,66.7,0
S0097,CCSE,2024-01-20,83.3,100,25,50,66.7,100,100,66.7,60,66.7,75,75,100,0,50,100,50,100,0,100
S0097,CCSE,2024-05-01,0,50,100,66.7,33.3,50,33.3,60,60,100,66.7,100,0,100,100,50,50,100,75,100
S0097,CCSSA,2024-06-01,100,33.3,100,50,100,66.7,50,66.7,100,50,100,50,100,66.7,100,33.3,100,75,100,100
S0097,CCSSA,2024-06-25,100,100,40,100,75,100,0,100,50,50,75,57.1,100,50,100,25,100,50,50,0
S0097,Family Medicine,2023-08-15,0,100,100,100,66.7,66.7,100,100,100,66.7,75,100,50,40,33.3,66.7,50,100,66.7,100
S0097,Internal Medicine,2023-10-10,75,66.7,100,66.7,50,50,85.7,50,33.3,0,100,100,75,100,100,33.3,66.7,66.7,66.7,33.3
S0097,ObGyn,2024-03-20,60,100,80,50,100,75,66.7,50,66.7,100,60,66.7,100,100,20,25,66.7,100,40,50
S0097,Surgery,2024-01-10,100,50,50,100,0,33.3,50,50,100,66.7,40,100,0,80,75,100,100,75,66.7,80
S0098,CAS Proctored,2023-11-15,50,50,100,33.3,0,100,75,33.3,75,0,66.7,75,50,75,100,0,100,40,33.3,50
S0098,CAS Proctored,2024-03-15,50,100,83.3,50,100,100,50,83.3,75,28.6,100,50,50,50,50,100,0,0,100,50
S0098,CBSE,2022-10-15,100,100,40,66.7,50,50,50,100,100,0,100,100,0,66.7,66.7,NA,66.7,40,100,0
S0098,CBSE,2023-02-10,80,100,75,NA,80,71.4,66.7,50,25,60,100,66.7,NA,NA,80,NA,100,66.7,66.7,80
